State,116th Congressional District,2017 NAICS Code,Number_of_Establishments,Employment,Avg_wage
Texas,30.00,22----,22.00,1673.00,137358.64
Texas,30.00,23----,794.00,11435.00,72302.14
Texas,30.00,31----,475.00,17705.00,51660.27
Texas,30.00,42----,795.00,15634.00,69261.29
Texas,30.00,44----,1842.00,28742.00,32731.72
Texas,30.00,48----,549.00,38093.00,71158.01
Texas,30.00,51----,364.00,14638.00,132735.14
Texas,30.00,52----,979.00,20421.00,151534.35
Texas,30.00,53----,852.00,10571.00,93311.99
Texas,30.00,54----,1919.00,41149.00,126185.33
Texas,30.00,55----,119.00,9594.00,133809.78
Texas,30.00,56----,660.00,15584.00,46010.20
Texas,30.00,61----,162.00,7899.00,45843.02
Texas,30.00,62----,1585.00,53161.00,61880.87
Texas,30.00,71----,198.00,6795.00,45220.01
Texas,30.00,72----,1457.00,36364.00,18031.87
Texas,30.00,81----,1281.00,13595.00,38433.47
Texas,30.00,99----,25.00,55.00,37709.09
Texas,31.00,------,17626.00,275250.00,52874.68
Texas,31.00,11----,10.00,26.00,18307.69
Texas,31.00,21----,41.00,837.00,65007.17
Texas,31.00,22----,38.00,1427.00,101137.35
Texas,31.00,23----,1877.00,21559.00,65057.47
Texas,31.00,31----,509.00,15596.00,53473.13
Texas,31.00,42----,565.00,7502.00,91553.45
Texas,31.00,44----,2330.00,44434.00,39186.66
Texas,31.00,48----,389.00,5353.00,49266.21
Texas,31.00,51----,322.00,6754.00,73977.94
Texas,31.00,52----,1119.00,12386.00,91937.99
Texas,31.00,53----,1017.00,3886.00,48838.14
Texas,31.00,54----,2173.00,24945.00,110009.50
Texas,31.00,55----,80.00,4402.00,87288.28
Texas,31.00,56----,874.00,14599.00,37177.96
Texas,31.00,61----,338.00,6992.00,24661.33
Texas,31.00,62----,2066.00,49066.00,54622.22
Texas,31.00,71----,275.00,5123.00,15060.71
Texas,31.00,72----,1750.00,36912.00,16194.87
Texas,31.00,81----,1817.00,13398.00,29718.69
Texas,31.00,99----,36.00,53.00,23075.47
Texas,32.00,------,22719.00,372046.00,62851.24
Texas,32.00,11----,8.00,14.00,47642.86
Texas,32.00,21----,196.00,2230.00,143298.21
Texas,32.00,22----,23.00,349.00,95578.80
Texas,32.00,23----,1357.00,17565.00,76697.87
Texas,32.00,31----,435.00,21526.00,118811.25
Texas,32.00,42----,751.00,9205.00,78892.34
Texas,32.00,44----,2357.00,40587.00,31559.19
Texas,32.00,48----,322.00,2915.00,79938.94
Texas,32.00,51----,491.00,15320.00,95741.32
Texas,32.00,52----,1940.00,29118.00,104736.52
Texas,32.00,53----,1638.00,14420.00,72269.28
Texas,32.00,54----,3930.00,31392.00,94012.68
Texas,32.00,55----,190.00,12759.00,95172.74
Texas,32.00,56----,1160.00,35925.00,35973.14
Texas,32.00,61----,316.00,12986.00,44298.86
Texas,32.00,62----,3450.00,61510.00,58533.34
Texas,32.00,71----,324.00,5278.00,23710.12
Texas,32.00,72----,2005.00,42283.00,18270.39
Texas,32.00,81----,1794.00,16594.00,47827.65
Texas,32.00,99----,32.00,70.00,23814.29
Texas,33.00,------,12982.00,297961.00,48486.98
Texas,33.00,11----,3.00,17.00,50764.71
Texas,33.00,21----,18.00,212.00,47316.04
Texas,33.00,22----,18.00,839.00,110064.36
Texas,33.00,23----,1266.00,30656.00,56243.35
Texas,33.00,31----,876.00,47576.00,63393.69
Texas,33.00,42----,1364.00,30871.00,70363.97
Texas,33.00,44----,2089.00,25487.00,31070.04
Texas,33.00,48----,579.00,30389.00,44566.45
Texas,33.00,51----,197.00,3612.00,65650.06
Texas,33.00,52----,633.00,6075.00,48725.93
Texas,33.00,53----,559.00,4764.00,47563.18
Texas,33.00,54----,870.00,10331.00,74300.75
Texas,33.00,55----,90.00,3147.00,83956.47
Texas,33.00,56----,711.00,25405.00,29230.94
Texas,33.00,61----,99.00,3679.00,38017.67
Texas,33.00,62----,1033.00,38809.00,46821.33
Texas,33.00,71----,104.00,3074.00,18844.18
Texas,33.00,72----,1277.00,23753.00,16905.86
Texas,33.00,81----,1186.00,9258.00,36129.62
Texas,33.00,99----,10.00,7.00,38714.29
Texas,34.00,------,10863.00,179948.00,29849.07
Texas,34.00,11----,60.00,364.00,32769.23
Texas,34.00,21----,160.00,2860.00,56405.24
Texas,34.00,22----,45.00,700.00,77361.43
Texas,34.00,23----,632.00,5200.00,43708.85
Texas,34.00,31----,283.00,6771.00,44016.84
Texas,34.00,42----,520.00,4669.00,44287.00
Texas,34.00,44----,1781.00,28743.00,26912.99
Texas,34.00,48----,520.00,7896.00,48125.76
Texas,34.00,51----,155.00,2764.00,42307.53
Texas,34.00,52----,883.00,6007.00,41440.65
Texas,34.00,53----,498.00,2562.00,34547.23
Texas,34.00,54----,796.00,4448.00,40446.27
Texas,34.00,55----,32.00,408.00,68975.49
Texas,34.00,56----,334.00,10520.00,27713.59
Texas,34.00,61----,103.00,3810.00,42021.52
Texas,34.00,62----,1704.00,62127.00,26635.09
Texas,34.00,71----,104.00,1427.00,13726.70
Texas,34.00,72----,1272.00,23214.00,14097.27
Texas,34.00,81----,963.00,5435.00,26151.43
Texas,34.00,99----,18.00,23.00,17782.61
Texas,35.00,------,16874.00,335689.00,45495.61
Texas,35.00,11----,7.00,22.00,39727.27
Texas,35.00,21----,40.00,1245.00,79930.92
Texas,35.00,22----,22.00,342.00,82485.38
Texas,35.00,23----,1473.00,24282.00,58472.65
Texas,35.00,31----,678.00,25927.00,50338.22
Texas,35.00,42----,966.00,22151.00,63320.35
Texas,35.00,44----,2304.00,45554.00,31636.23
Texas,35.00,48----,587.00,19498.00,50709.77
Texas,35.00,51----,374.00,11021.00,84862.90
Texas,35.00,52----,878.00,9088.00,77835.39
Texas,35.00,53----,913.00,6383.00,44275.73
Texas,35.00,54----,1829.00,16942.00,74865.31
Texas,35.00,55----,134.00,8141.00,103368.01
Texas,35.00,56----,769.00,23662.00,37880.36
Texas,35.00,61----,198.00,6295.00,41642.41
Texas,35.00,62----,1616.00,40028.00,43308.31
Texas,35.00,71----,255.00,6070.00,51900.33
Texas,35.00,72----,2162.00,54770.00,16456.40
Texas,35.00,81----,1645.00,14227.00,31035.36
Texas,35.00,99----,24.00,41.00,31195.12
Texas,36.00,------,13190.00,263480.00,58350.34
Texas,36.00,11----,90.00,580.00,51796.55
Texas,36.00,21----,133.00,2614.00,67651.87
Texas,36.00,22----,74.00,1174.00,100483.82
Texas,36.00,23----,1039.00,32025.00,60948.67
Texas,36.00,31----,581.00,42840.00,97643.95
Texas,36.00,42----,573.00,9613.00,73450.95
Texas,36.00,44----,1997.00,28972.00,29184.83
Texas,36.00,48----,666.00,18872.00,68484.74
Texas,36.00,51----,160.00,1547.00,51314.80
Texas,36.00,52----,806.00,5252.00,66709.06
Texas,36.00,53----,641.00,4496.00,60320.73
Texas,36.00,54----,1251.00,22601.00,79350.16
Texas,36.00,55----,58.00,1771.00,92150.76
Texas,36.00,56----,596.00,13606.00,56337.57
Texas,36.00,61----,138.00,1535.00,20973.94
Texas,36.00,62----,1517.00,26439.00,41887.14
Texas,36.00,71----,133.00,1733.00,19106.75
Texas,36.00,72----,1343.00,26142.00,15549.15
Texas,36.00,81----,1373.00,21612.00,49296.96
Texas,36.00,99----,21.00,56.00,27875.00
Utah,1.00,------,19910.00,257358.00,42913.43
Utah,1.00,11----,38.00,245.00,93514.29
Utah,1.00,21----,223.00,2512.00,73871.82
Utah,1.00,22----,54.00,579.00,98507.77
Utah,1.00,23----,2868.00,19788.00,53590.41
Utah,1.00,31----,815.00,43568.00,58051.60
Utah,1.00,42----,722.00,8995.00,55411.34
Utah,1.00,44----,2509.00,36123.00,29102.68
Utah,1.00,48----,752.00,11107.00,49527.33
Utah,1.00,51----,297.00,3115.00,53593.26
Utah,1.00,52----,1112.00,9714.00,68136.30
Utah,1.00,53----,1527.00,4530.00,44979.91
Utah,1.00,54----,2380.00,16156.00,61141.25
Utah,1.00,55----,75.00,2157.00,93948.54
Utah,1.00,56----,1122.00,15481.00,31729.41
Utah,1.00,61----,252.00,3753.00,25222.49
Utah,1.00,62----,2142.00,31522.00,42919.10
Utah,1.00,71----,315.00,10282.00,16075.96
Utah,1.00,72----,1338.00,30145.00,17212.24
Utah,1.00,81----,1314.00,7549.00,32106.77
Utah,1.00,99----,55.00,37.00,22945.95
Utah,2.00,------,23648.00,412456.00,54334.23
Utah,2.00,11----,18.00,114.00,110710.53
Utah,2.00,21----,70.00,1428.00,87361.34
Utah,2.00,22----,99.00,3088.00,102983.16
Utah,2.00,23----,2766.00,27057.00,58263.33
Utah,2.00,31----,1063.00,42742.00,65680.38
Utah,2.00,42----,1073.00,21909.00,68156.24
Utah,2.00,44----,2711.00,43950.00,32579.48
Utah,2.00,48----,908.00,34606.00,56490.41
Utah,2.00,51----,544.00,11253.00,79911.76
Utah,2.00,52----,1359.00,23281.00,91862.46
Utah,2.00,53----,1623.00,6054.00,52389.99
Utah,2.00,54----,3228.00,26515.00,80734.41
Utah,2.00,55----,154.00,12224.00,98669.75
Utah,2.00,56----,1279.00,23151.00,36918.75
Utah,2.00,61----,316.00,7789.00,29172.81
Utah,2.00,62----,2372.00,46724.00,54204.58
Utah,2.00,71----,379.00,6825.00,40360.15
Utah,2.00,72----,2012.00,41379.00,16824.52
Utah,2.00,81----,1625.00,32312.00,43397.34
Utah,2.00,99----,49.00,55.00,17836.36
Utah,3.00,------,21513.00,297759.00,48935.27
Utah,3.00,11----,23.00,58.00,20775.86
Utah,3.00,21----,54.00,1495.00,72161.20
Utah,3.00,22----,56.00,752.00,95003.99
Utah,3.00,23----,2419.00,17758.00,58786.35
Utah,3.00,31----,691.00,16919.00,55488.50
Utah,3.00,42----,716.00,11421.00,68348.31
Utah,3.00,44----,2732.00,35928.00,30647.04
Utah,3.00,48----,397.00,4405.00,46093.76
Utah,3.00,51----,556.00,17322.00,113449.54
Utah,3.00,52----,1450.00,14098.00,86067.17
Utah,3.00,53----,1711.00,5177.00,52971.22
Utah,3.00,54----,3489.00,22658.00,73711.23
Utah,3.00,55----,114.00,3549.00,93412.23
Utah,3.00,56----,1179.00,26819.00,40632.57
Utah,3.00,61----,419.00,40613.00,34696.72
Utah,3.00,62----,2406.00,36711.00,43918.72
Utah,3.00,71----,423.00,5214.00,18105.49
Utah,3.00,72----,1377.00,30560.00,15707.43
Utah,3.00,81----,1249.00,6281.00,28906.07
Utah,3.00,99----,52.00,21.00,63000.00
Utah,4.00,------,21290.00,348332.00,54441.24
Utah,4.00,11----,21.00,52.00,49826.92
Utah,4.00,21----,26.00,2056.00,84343.39
Utah,4.00,22----,24.00,246.00,126280.49
Utah,4.00,23----,3071.00,34859.00,59736.77
Utah,4.00,31----,881.00,29216.00,59220.02
Utah,4.00,42----,1075.00,17548.00,66011.11
Utah,4.00,44----,2430.00,44145.00,37172.02
Utah,4.00,48----,558.00,11846.00,48907.90
Utah,4.00,51----,418.00,23558.00,74740.85
Utah,4.00,52----,1392.00,22202.00,83639.18
Utah,4.00,53----,1466.00,6738.00,56713.27
Utah,4.00,54----,2817.00,30326.00,68261.20
Utah,4.00,55----,156.00,10260.00,115958.38
Utah,4.00,56----,1312.00,28317.00,45086.31
Utah,4.00,61----,341.00,8524.00,35511.50
Utah,4.00,62----,2152.00,38448.00,49646.95
Utah,4.00,71----,265.00,4564.00,18852.10
Utah,4.00,72----,1366.00,26202.00,15650.98
Utah,4.00,81----,1464.00,9195.00,34775.75
Utah,4.00,99----,55.00,30.00,51833.33
Vermont,0.00,------,20540.00,258423.00,45151.36
Vermont,0.00,11----,138.00,463.00,45725.70
Vermont,0.00,21----,44.00,467.00,81404.71
Vermont,0.00,22----,63.00,1197.00,112171.26
Vermont,0.00,23----,2642.00,14185.00,55492.21
Vermont,0.00,31----,1015.00,30658.00,57273.01
Vermont,0.00,42----,720.00,10671.00,62024.08
Vermont,0.00,44----,3033.00,37020.00,32463.72
Vermont,0.00,48----,452.00,5821.00,42789.73
Vermont,0.00,51----,491.00,7207.00,71684.33
Vermont,0.00,52----,914.00,8984.00,84451.47
Vermont,0.00,53----,782.00,2982.00,45753.52
Vermont,0.00,54----,2046.00,12304.00,74016.17
Vermont,0.00,55----,75.00,2120.00,84600.94
Vermont,0.00,56----,1186.00,8562.00,35200.77
Vermont,0.00,61----,413.00,14837.00,33231.52
Vermont,0.00,62----,2121.00,50381.00,49561.88
Vermont,0.00,71----,440.00,7247.00,18395.34
Vermont,0.00,72----,1885.00,32790.00,17303.48
Vermont,0.00,81----,2055.00,10505.00,30859.78
Vermont,0.00,99----,25.00,22.00,36045.45
Virginia,1.00,------,17739.00,235380.00,44388.11
Virginia,1.00,11----,71.00,876.00,78152.97
Virginia,1.00,21----,19.00,259.00,66525.10
Virginia,1.00,22----,36.00,895.00,93589.94
Virginia,1.00,23----,2777.00,25323.00,57207.32
Virginia,1.00,31----,452.00,11023.00,48293.93
Virginia,1.00,42----,694.00,11553.00,62015.15
Virginia,1.00,44----,2381.00,39901.00,28976.27
Virginia,1.00,48----,494.00,7730.00,40719.92
Virginia,1.00,51----,216.00,2591.00,52243.54
Virginia,1.00,52----,748.00,9693.00,62697.72
Virginia,1.00,53----,836.00,3189.00,51403.26
Virginia,1.00,54----,2143.00,21200.00,83392.92
Virginia,1.00,55----,76.00,4368.00,73274.95
Virginia,1.00,56----,1125.00,13619.00,44662.53
Virginia,1.00,61----,230.00,3608.00,33102.83
Virginia,1.00,62----,1560.00,31351.00,46912.09
Virginia,1.00,71----,299.00,7559.00,14223.71
Virginia,1.00,72----,1509.00,28192.00,15832.61
Virginia,1.00,81----,2036.00,12406.00,29090.84
Virginia,1.00,99----,37.00,44.00,45159.09
Virginia,2.00,------,16729.00,235871.00,41751.80
Virginia,2.00,11----,37.00,288.00,48854.17
Virginia,2.00,22----,17.00,436.00,105068.81
Virginia,2.00,23----,1817.00,14095.00,57404.90
Virginia,2.00,31----,292.00,11389.00,51192.91
Virginia,2.00,42----,462.00,4954.00,66334.48
Virginia,2.00,44----,2213.00,35087.00,26725.14
Virginia,2.00,48----,336.00,6792.00,48768.11
Virginia,2.00,51----,201.00,3989.00,49215.09
Virginia,2.00,52----,979.00,13104.00,78973.60
Virginia,2.00,53----,1130.00,6827.00,50802.84
Virginia,2.00,54----,2106.00,23703.00,72501.92
Virginia,2.00,55----,93.00,2777.00,67461.29
Virginia,2.00,56----,965.00,16761.00,31081.32
Virginia,2.00,61----,247.00,5138.00,37974.89
Virginia,2.00,62----,1711.00,30275.00,48698.86
Virginia,2.00,71----,324.00,9383.00,16665.46
Virginia,2.00,72----,2018.00,39459.00,16423.45
Virginia,2.00,81----,1754.00,11387.00,27994.29
Virginia,2.00,99----,27.00,27.00,35000.00
Virginia,3.00,------,16927.00,350922.00,50266.79
Virginia,3.00,11----,16.00,141.00,276290.78
Virginia,3.00,21----,8.00,52.00,52750.00
Virginia,3.00,22----,25.00,852.00,100427.23
Virginia,3.00,23----,1359.00,16386.00,57310.14
Virginia,3.00,31----,418.00,47650.00,66332.93
Virginia,3.00,42----,660.00,11603.00,62228.22
Virginia,3.00,44----,2593.00,43567.00,26524.53
Virginia,3.00,48----,576.00,13303.00,55314.82
Virginia,3.00,51----,272.00,6255.00,65698.32
Virginia,3.00,52----,915.00,12462.00,75250.60
Virginia,3.00,53----,1002.00,6991.00,53895.01
Virginia,3.00,54----,1584.00,26163.00,71938.23
Virginia,3.00,55----,109.00,10509.00,107089.73
Virginia,3.00,56----,940.00,27472.00,41020.89
Virginia,3.00,61----,201.00,5962.00,35148.94
Virginia,3.00,62----,2190.00,65759.00,56597.03
Virginia,3.00,71----,204.00,4561.00,14967.99
Virginia,3.00,72----,1804.00,37536.00,14170.58
Virginia,3.00,81----,2022.00,13653.00,29782.47
Virginia,3.00,99----,29.00,45.00,23600.00
Virginia,4.00,------,16194.00,287592.00,52499.99
Virginia,4.00,11----,45.00,265.00,58879.25
Virginia,4.00,21----,18.00,235.00,75008.51
Virginia,4.00,22----,64.00,4102.00,132631.16
Virginia,4.00,23----,1585.00,19540.00,61580.30
Virginia,4.00,31----,548.00,26170.00,63501.15
Virginia,4.00,42----,726.00,13255.00,60627.24
Virginia,4.00,44----,2254.00,35497.00,28871.43
Virginia,4.00,48----,668.00,23063.00,52548.28
Virginia,4.00,51----,238.00,3654.00,60359.06
Virginia,4.00,52----,818.00,12771.00,126441.08
Virginia,4.00,53----,924.00,5217.00,55608.40
Virginia,4.00,54----,1679.00,18423.00,84027.14
Virginia,4.00,55----,85.00,4471.00,105060.61
Virginia,4.00,56----,842.00,16086.00,34391.77
Virginia,4.00,61----,226.00,6061.00,43024.09
Virginia,4.00,62----,1617.00,44923.00,56651.58
Virginia,4.00,71----,261.00,4793.00,18820.78
Virginia,4.00,72----,1595.00,33096.00,14478.46
Virginia,4.00,81----,1961.00,15924.00,34094.13
Virginia,4.00,99----,40.00,46.00,29369.57
Virginia,5.00,------,16762.00,214760.00,45158.54
Virginia,5.00,11----,214.00,1396.00,43509.31
Virginia,5.00,21----,28.00,310.00,61529.03
Virginia,5.00,22----,44.00,920.00,99385.87
Virginia,5.00,23----,2146.00,15615.00,47737.18
Virginia,5.00,31----,635.00,24656.00,50768.49
Virginia,5.00,42----,480.00,5493.00,53822.68
Virginia,5.00,44----,2499.00,32611.00,28171.78
Virginia,5.00,48----,503.00,5225.00,42375.31
Virginia,5.00,51----,307.00,3653.00,76554.34
Virginia,5.00,52----,904.00,6815.00,89086.28
Virginia,5.00,53----,772.00,2837.00,45841.73
Virginia,5.00,54----,1704.00,13044.00,75802.13
Virginia,5.00,55----,62.00,1745.00,76965.04
Virginia,5.00,56----,882.00,12297.00,30197.12
Virginia,5.00,61----,234.00,6198.00,34380.77
Virginia,5.00,62----,1586.00,39685.00,62678.09
Virginia,5.00,71----,294.00,4059.00,28104.71
Virginia,5.00,72----,1387.00,26279.00,15192.24
Virginia,5.00,81----,2035.00,11860.00,30999.07
Virginia,5.00,99----,46.00,62.00,22596.77
Virginia,6.00,------,18202.00,310648.00,42829.13
Virginia,6.00,11----,56.00,162.00,32882.72
Virginia,6.00,21----,24.00,396.00,56560.61
Virginia,6.00,22----,43.00,1254.00,89208.93
Virginia,6.00,23----,1938.00,17542.00,52230.02
Virginia,6.00,31----,669.00,44229.00,55750.21
Virginia,6.00,42----,685.00,9971.00,54139.20
Virginia,6.00,44----,2729.00,40575.00,26346.67
Virginia,6.00,48----,627.00,15804.00,47701.03
Virginia,6.00,51----,314.00,4003.00,63412.19
Virginia,6.00,52----,1210.00,13587.00,65195.63
Virginia,6.00,53----,887.00,3803.00,38484.35
Virginia,6.00,54----,1532.00,12157.00,67703.96
Virginia,6.00,55----,118.00,8129.00,73576.95
Virginia,6.00,56----,896.00,13354.00,33741.88
Virginia,6.00,61----,226.00,19658.00,32834.42
Virginia,6.00,62----,1795.00,52522.00,50674.21
Virginia,6.00,71----,293.00,3860.00,15680.05
Virginia,6.00,72----,1776.00,36501.00,14963.29
Virginia,6.00,81----,2345.00,13083.00,26608.65
Virginia,6.00,99----,39.00,58.00,15862.07
Virginia,7.00,------,19614.00,311909.00,56310.37
Virginia,7.00,11----,61.00,243.00,40901.23
Virginia,7.00,21----,16.00,266.00,71703.01
Virginia,7.00,22----,30.00,2609.00,126081.26
Virginia,7.00,23----,2291.00,19249.00,56679.52
Virginia,7.00,31----,361.00,9485.00,62837.53
Virginia,7.00,42----,760.00,11157.00,78418.48
Virginia,7.00,44----,2493.00,44826.00,28537.14
Virginia,7.00,48----,497.00,6236.00,44108.72
Virginia,7.00,51----,358.00,7811.00,81601.84
Virginia,7.00,52----,1414.00,36456.00,120509.44
Virginia,7.00,53----,1035.00,5506.00,63110.06
Virginia,7.00,54----,2458.00,26072.00,69755.52
Virginia,7.00,55----,158.00,15651.00,97865.95
Virginia,7.00,56----,1215.00,21142.00,42639.44
Virginia,7.00,61----,299.00,4393.00,32427.04
Virginia,7.00,62----,2209.00,44641.00,49392.80
Virginia,7.00,71----,315.00,7706.00,14896.31
Virginia,7.00,72----,1523.00,31454.00,14839.42
Virginia,7.00,81----,2095.00,16970.00,31156.98
Virginia,7.00,99----,26.00,36.00,50944.44
Virginia,8.00,------,20431.00,380881.00,72785.10
Virginia,8.00,22----,14.00,1648.00,167339.81
Virginia,8.00,23----,1238.00,14210.00,75897.19
Virginia,8.00,31----,214.00,3690.00,50834.96
Virginia,8.00,42----,433.00,5460.00,71511.90
Virginia,8.00,44----,1980.00,36534.00,33330.40
Virginia,8.00,48----,344.00,10974.00,68504.19
Virginia,8.00,51----,465.00,12700.00,106628.11
Virginia,8.00,52----,892.00,9544.00,135876.26
Virginia,8.00,53----,1250.00,7740.00,81574.16
Virginia,8.00,54----,5021.00,103075.00,119149.28
Virginia,8.00,55----,124.00,6455.00,129549.65
Virginia,8.00,56----,1172.00,40283.00,47823.62
Virginia,8.00,61----,412.00,8710.00,48578.30
Virginia,8.00,62----,2059.00,35767.00,53079.85
Virginia,8.00,71----,299.00,6873.00,19876.91
Virginia,8.00,72----,1923.00,43208.00,18481.02
Virginia,8.00,81----,2537.00,33913.00,65795.95
Virginia,8.00,99----,50.00,41.00,40512.20
Virginia,9.00,------,13815.00,203710.00,39306.81
Virginia,9.00,11----,79.00,544.00,35055.15
Virginia,9.00,21----,92.00,3235.00,66427.51
Virginia,9.00,22----,61.00,792.00,81030.30
Virginia,9.00,23----,1106.00,8120.00,44630.79
Virginia,9.00,31----,642.00,39552.00,51857.30
Virginia,9.00,42----,500.00,7829.00,51476.05
Virginia,9.00,44----,2528.00,34126.00,26398.05
Virginia,9.00,48----,479.00,6602.00,46270.83
Virginia,9.00,51----,269.00,3190.00,48310.97
Virginia,9.00,52----,903.00,5845.00,54171.09
Virginia,9.00,53----,516.00,1890.00,37616.40
Virginia,9.00,54----,1085.00,7991.00,56701.04
Virginia,9.00,55----,35.00,1368.00,64549.71
Virginia,9.00,56----,524.00,8662.00,23086.24
Virginia,9.00,61----,113.00,2876.00,40747.22
Virginia,9.00,62----,1675.00,36959.00,46562.19
Virginia,9.00,71----,180.00,1812.00,15833.33
Virginia,9.00,72----,1302.00,23802.00,13441.98
Virginia,9.00,81----,1697.00,8481.00,25406.32
Virginia,9.00,99----,29.00,34.00,24794.12
Virginia,10.00,------,24421.00,381496.00,63389.33
Virginia,10.00,11----,38.00,162.00,32234.57
Virginia,10.00,21----,11.00,320.00,94221.88
Virginia,10.00,22----,18.00,369.00,109826.56
Virginia,10.00,23----,2381.00,27832.00,67161.40
Virginia,10.00,31----,459.00,20009.00,76113.35
Virginia,10.00,42----,746.00,10577.00,68917.37
Virginia,10.00,44----,2338.00,45122.00,31818.29
Virginia,10.00,48----,647.00,20429.00,42838.32
Virginia,10.00,51----,563.00,13080.00,124076.38
Virginia,10.00,52----,982.00,9789.00,95511.39
Virginia,10.00,53----,1231.00,4929.00,64824.91
Virginia,10.00,54----,6289.00,79221.00,105506.47
Virginia,10.00,55----,186.00,6955.00,98568.37
Virginia,10.00,56----,1382.00,33598.00,50374.22
Virginia,10.00,61----,494.00,7755.00,30626.18
Virginia,10.00,62----,2359.00,41259.00,52285.03
Virginia,10.00,71----,382.00,7493.00,51954.09
Virginia,10.00,72----,1753.00,35902.00,17355.16
Virginia,10.00,81----,2115.00,16641.00,39185.02
Virginia,10.00,99----,47.00,54.00,36370.37
Virginia,11.00,------,22461.00,493201.00,87534.27
Virginia,11.00,11----,3.00,209.00,99861.24
Virginia,11.00,21----,3.00,16.00,128125.00
Virginia,11.00,22----,16.00,493.00,107004.06
Virginia,11.00,23----,1551.00,18261.00,71790.54
Virginia,11.00,31----,216.00,3368.00,64950.71
Virginia,11.00,42----,431.00,9769.00,166833.76
Virginia,11.00,44----,2045.00,40735.00,31749.01
Virginia,11.00,48----,295.00,4471.00,50695.59
Virginia,11.00,51----,674.00,34671.00,157301.98
Virginia,11.00,52----,1355.00,28462.00,155386.45
Virginia,11.00,53----,1163.00,7958.00,80296.43
Virginia,11.00,54----,5898.00,161942.00,110156.02
Virginia,11.00,55----,234.00,19352.00,126755.74
Virginia,11.00,56----,1141.00,38930.00,54783.02
Virginia,11.00,61----,488.00,10357.00,59571.01
Virginia,11.00,62----,2817.00,52791.00,61408.61
Virginia,11.00,71----,287.00,8577.00,20326.45
Virginia,11.00,72----,1828.00,36051.00,17612.69
Virginia,11.00,81----,1971.00,16759.00,48174.71
Virginia,11.00,99----,45.00,29.00,48103.45
Washington,1.00,------,20149.00,301879.00,107589.46
Washington,1.00,11----,173.00,800.00,65116.25
Washington,1.00,21----,27.00,331.00,77401.81
Washington,1.00,22----,35.00,1578.00,108749.68
Washington,1.00,23----,3253.00,30470.00,69831.67
Washington,1.00,31----,836.00,27844.00,77511.13
Washington,1.00,42----,1025.00,13770.00,116288.96
Washington,1.00,44----,1658.00,25517.00,36333.78
Washington,1.00,48----,503.00,7161.00,44648.93
Washington,1.00,51----,502.00,58088.00,292327.18
Washington,1.00,52----,888.00,6690.00,113534.08
Washington,1.00,53----,1425.00,4460.00,64100.67
Washington,1.00,54----,2694.00,31814.00,105891.27
Washington,1.00,55----,86.00,2974.00,83889.71
Washington,1.00,56----,1230.00,14389.00,53311.84
Washington,1.00,61----,401.00,6647.00,27501.13
Washington,1.00,62----,1871.00,27715.00,54801.77
Washington,1.00,71----,301.00,5015.00,16498.50
Washington,1.00,72----,1566.00,25828.00,21618.79
Washington,1.00,81----,1643.00,10759.00,31591.41
Washington,1.00,99----,32.00,29.00,46448.28
Washington,2.00,------,20608.00,287921.00,55293.16
Washington,2.00,11----,158.00,420.00,65823.81
Washington,2.00,21----,15.00,89.00,57584.27
Washington,2.00,22----,37.00,427.00,105983.61
Washington,2.00,23----,3155.00,24215.00,68536.77
Washington,2.00,31----,878.00,63552.00,81563.54
Washington,2.00,42----,795.00,9293.00,63854.73
Washington,2.00,44----,2643.00,42772.00,33297.53
Washington,2.00,48----,478.00,8919.00,47054.60
Washington,2.00,51----,326.00,5683.00,63068.10
Washington,2.00,52----,1005.00,12162.00,96384.31
Washington,2.00,53----,1222.00,5054.00,49682.03
Washington,2.00,54----,1977.00,12489.00,70140.76
Washington,2.00,55----,78.00,1289.00,81512.02
Washington,2.00,56----,1073.00,11885.00,48720.40
Washington,2.00,61----,263.00,2393.00,24888.84
Washington,2.00,62----,2291.00,39351.00,50432.42
Washington,2.00,71----,333.00,4371.00,23711.28
Washington,2.00,72----,1926.00,31318.00,20887.51
Washington,2.00,81----,1912.00,12184.00,34125.90
Washington,2.00,99----,43.00,55.00,37472.73
Washington,3.00,------,17269.00,219391.00,52074.73
Washington,3.00,11----,237.00,2491.00,52151.34
Washington,3.00,21----,30.00,293.00,89522.18
Washington,3.00,22----,38.00,475.00,108968.42
Washington,3.00,23----,2681.00,21946.00,67306.12
Washington,3.00,31----,747.00,26260.00,60749.16
Washington,3.00,42----,759.00,10532.00,79189.33
Washington,3.00,44----,1825.00,29010.00,35058.70
Washington,3.00,48----,697.00,7296.00,52938.19
Washington,3.00,51----,308.00,3627.00,64180.87
Washington,3.00,52----,897.00,7912.00,110753.67
Washington,3.00,53----,983.00,3674.00,47657.87
Washington,3.00,54----,1700.00,10629.00,68293.25
Washington,3.00,55----,88.00,7053.00,89449.45
Washington,3.00,56----,931.00,12324.00,36685.57
Washington,3.00,61----,198.00,2514.00,22882.26
Washington,3.00,62----,1847.00,36250.00,53199.67
Washington,3.00,71----,230.00,5049.00,22617.35
Washington,3.00,72----,1465.00,23393.00,19120.68
Washington,3.00,81----,1568.00,8611.00,30713.04
Washington,3.00,99----,40.00,52.00,40826.92
Washington,4.00,------,15054.00,210316.00,48914.76
Washington,4.00,11----,179.00,4952.00,43649.23
Washington,4.00,21----,13.00,209.00,57866.03
